date,precipitation,temp_max,temp_min,wind,weather,cycle,Drizzle,Rain,Sun,Snow,Fog
6/8/13,0,20.6,12.8,3.1,sun,6/8/90,#N/A,#N/A,20.6,#N/A,#N/A
6/9/13,0,20.6,11.1,3.7,sun,6/9/90,#N/A,#N/A,20.6,#N/A,#N/A
6/10/13,0,21.7,11.7,3.2,sun,6/10/90,#N/A,#N/A,21.7,#N/A,#N/A
6/11/13,0,20,10,5.7,sun,6/11/90,#N/A,#N/A,20,#N/A,#N/A
6/12/13,0.3,20.6,11.7,4.2,rain,6/12/90,#N/A,20.6,#N/A,#N/A,#N/A
6/13/13,0,21.1,11.7,2.6,sun,6/13/90,#N/A,#N/A,21.1,#N/A,#N/A
6/14/13,0,20,12.2,3.7,sun,6/14/90,#N/A,#N/A,20,#N/A,#N/A
6/15/13,0,25.6,10,2.9,sun,6/15/90,#N/A,#N/A,25.6,#N/A,#N/A
6/16/13,0,23.9,12.8,3.4,sun,6/16/90,#N/A,#N/A,23.9,#N/A,#N/A
6/17/13,0,25.6,13.9,3,sun,6/17/90,#N/A,#N/A,25.6,#N/A,#N/A
6/18/13,0.3,23.3,13.3,3.4,rain,6/18/90,#N/A,23.3,#N/A,#N/A,#N/A
6/19/13,0,20,12.8,3.7,sun,6/19/90,#N/A,#N/A,20,#N/A,#N/A
6/20/13,3,17.2,12.8,5,rain,6/20/90,#N/A,17.2,#N/A,#N/A,#N/A
6/21/13,0.3,20.6,12.2,1.5,rain,6/21/90,#N/A,20.6,#N/A,#N/A,#N/A
6/22/13,0,25.6,11.7,1.7,sun,6/22/90,#N/A,#N/A,25.6,#N/A,#N/A
6/23/13,7.9,22.2,15,2.1,rain,6/23/90,#N/A,22.2,#N/A,#N/A,#N/A
6/24/13,4.8,21.1,13.9,3.7,rain,6/24/90,#N/A,21.1,#N/A,#N/A,#N/A
6/25/13,9.9,23.3,14.4,2.8,rain,6/25/90,#N/A,23.3,#N/A,#N/A,#N/A
6/26/13,2,22.2,15,2.3,rain,6/26/90,#N/A,22.2,#N/A,#N/A,#N/A
6/27/13,3.6,21.1,16.7,1.3,rain,6/27/90,#N/A,21.1,#N/A,#N/A,#N/A
6/28/13,0,30.6,16.1,2.2,sun,6/28/90,#N/A,#N/A,30.6,#N/A,#N/A
6/29/13,0,30,18.3,1.7,sun,6/29/90,#N/A,#N/A,30,#N/A,#N/A
6/30/13,0,33.9,17.2,2.5,sun,6/30/90,#N/A,#N/A,33.9,#N/A,#N/A
7/1/13,0,31.7,18.3,2.3,sun,7/1/90,#N/A,#N/A,31.7,#N/A,#N/A
7/2/13,0,28.3,15.6,3,sun,7/2/90,#N/A,#N/A,28.3,#N/A,#N/A
7/3/13,0,26.1,16.7,3.2,sun,7/3/90,#N/A,#N/A,26.1,#N/A,#N/A
7/4/13,0,21.7,13.9,2.2,fog,7/4/90,#N/A,#N/A,#N/A,#N/A,21.7
7/5/13,0,23.3,13.9,2.6,sun,7/5/90,#N/A,#N/A,23.3,#N/A,#N/A
7/6/13,0,26.1,13.3,2.2,sun,7/6/90,#N/A,#N/A,26.1,#N/A,#N/A
7/7/13,0,23.9,13.9,2.9,sun,7/7/90,#N/A,#N/A,23.9,#N/A,#N/A
7/8/13,0,26.7,13.3,2.8,sun,7/8/90,#N/A,#N/A,26.7,#N/A,#N/A
7/9/13,0,30,15,2.5,sun,7/9/90,#N/A,#N/A,30,#N/A,#N/A
7/10/13,0,22.2,13.9,2.6,sun,7/10/90,#N/A,#N/A,22.2,#N/A,#N/A
7/11/13,0,22.8,12.2,3,sun,7/11/90,#N/A,#N/A,22.8,#N/A,#N/A
7/12/13,0,19.4,13.3,2.2,sun,7/12/90,#N/A,#N/A,19.4,#N/A,#N/A
7/13/13,0,26.1,11.1,3.1,sun,7/13/90,#N/A,#N/A,26.1,#N/A,#N/A
7/14/13,0,27.8,12.8,3,sun,7/14/90,#N/A,#N/A,27.8,#N/A,#N/A
7/15/13,0,27.8,14.4,4.6,sun,7/15/90,#N/A,#N/A,27.8,#N/A,#N/A
7/16/13,0,31.1,18.3,4.1,sun,7/16/90,#N/A,#N/A,31.1,#N/A,#N/A
7/17/13,0,22.2,15,3.7,sun,7/17/90,#N/A,#N/A,22.2,#N/A,#N/A
7/18/13,0,26.1,13.9,2,sun,7/18/90,#N/A,#N/A,26.1,#N/A,#N/A
7/19/13,0,27.8,13.3,1.9,sun,7/19/90,#N/A,#N/A,27.8,#N/A,#N/A
7/20/13,0,25,13.3,2,sun,7/20/90,#N/A,#N/A,25,#N/A,#N/A
7/21/13,0,23.9,12.8,2.3,sun,7/21/90,#N/A,#N/A,23.9,#N/A,#N/A
7/22/13,0,26.1,13.3,2.4,fog,7/22/90,#N/A,#N/A,#N/A,#N/A,26.1
7/23/13,0,31.1,13.9,3,sun,7/23/90,#N/A,#N/A,31.1,#N/A,#N/A
7/24/13,0,31.1,14.4,2.5,sun,7/24/90,#N/A,#N/A,31.1,#N/A,#N/A
7/25/13,0,31.1,12.8,2.3,sun,7/25/90,#N/A,#N/A,31.1,#N/A,#N/A
7/26/13,0,31.1,14.4,2.9,sun,7/26/90,#N/A,#N/A,31.1,#N/A,#N/A
7/27/13,0,25.6,12.8,2.6,sun,7/27/90,#N/A,#N/A,25.6,#N/A,#N/A
7/28/13,0,21.1,12.2,3.4,fog,7/28/90,#N/A,#N/A,#N/A,#N/A,21.1
7/29/13,0,25,13.3,1.4,sun,7/29/90,#N/A,#N/A,25,#N/A,#N/A
7/30/13,0,25,13.3,2.8,sun,7/30/90,#N/A,#N/A,25,#N/A,#N/A
7/31/13,0,21.7,13.3,1.8,sun,7/31/90,#N/A,#N/A,21.7,#N/A,#N/A
8/1/13,0,20.6,13.3,3.9,sun,8/1/90,#N/A,#N/A,20.6,#N/A,#N/A
8/2/13,2,17.2,15,2,rain,8/2/90,#N/A,17.2,#N/A,#N/A,#N/A
8/3/13,0,25,15.6,2.4,fog,8/3/90,#N/A,#N/A,#N/A,#N/A,25
8/4/13,0,28.9,15,3.4,sun,8/4/90,#N/A,#N/A,28.9,#N/A,#N/A
8/5/13,0,30,15,2.1,sun,8/5/90,#N/A,#N/A,30,#N/A,#N/A
8/6/13,0,30.6,13.9,1.4,sun,8/6/90,#N/A,#N/A,30.6,#N/A,#N/A
8/7/13,0,31.1,13.9,1.9,sun,8/7/90,#N/A,#N/A,31.1,#N/A,#N/A
8/8/13,0,28.3,14.4,2.5,sun,8/8/90,#N/A,#N/A,28.3,#N/A,#N/A
8/9/13,0,28.3,14.4,2.1,sun,8/9/90,#N/A,#N/A,28.3,#N/A,#N/A
8/10/13,2.3,25.6,15,2.9,rain,8/10/90,#N/A,25.6,#N/A,#N/A,#N/A
8/11/13,0,25,14.4,2.9,sun,8/11/90,#N/A,#N/A,25,#N/A,#N/A
8/12/13,0,25.6,16.1,1.9,sun,8/12/90,#N/A,#N/A,25.6,#N/A,#N/A
8/13/13,0,27.8,15,1.8,sun,8/13/90,#N/A,#N/A,27.8,#N/A,#N/A
8/14/13,0.8,27.2,15,2,rain,8/14/90,#N/A,27.2,#N/A,#N/A,#N/A
8/15/13,1.8,21.1,17.2,1,rain,8/15/90,#N/A,21.1,#N/A,#N/A,#N/A
8/16/13,0,28.9,16.1,2.2,fog,8/16/90,#N/A,#N/A,#N/A,#N/A,28.9
8/17/13,0,25.6,17.2,3,sun,8/17/90,#N/A,#N/A,25.6,#N/A,#N/A
8/18/13,0,26.1,15.6,3.1,sun,8/18/90,#N/A,#N/A,26.1,#N/A,#N/A
8/19/13,0,26.7,15.6,3,sun,8/19/90,#N/A,#N/A,26.7,#N/A,#N/A
8/20/13,0,25.6,16.1,4.6,sun,8/20/90,#N/A,#N/A,25.6,#N/A,#N/A
8/21/13,0,27.8,15,4.3,sun,8/21/90,#N/A,#N/A,27.8,#N/A,#N/A
8/22/13,0,28.9,15,1.9,sun,8/22/90,#N/A,#N/A,28.9,#N/A,#N/A
8/23/13,0,25,16.1,4.1,sun,8/23/90,#N/A,#N/A,25,#N/A,#N/A
8/24/13,0,25,16.7,2.7,sun,8/24/90,#N/A,#N/A,25,#N/A,#N/A
8/25/13,0.3,22.2,16.1,2.6,rain,8/25/90,#N/A,22.2,#N/A,#N/A,#N/A
8/26/13,1,24.4,16.1,1.9,rain,8/26/90,#N/A,24.4,#N/A,#N/A,#N/A
8/27/13,1.3,26.7,17.2,1.4,rain,8/27/90,#N/A,26.7,#N/A,#N/A,#N/A
8/28/13,5.6,26.7,15.6,1.3,rain,8/28/90,#N/A,26.7,#N/A,#N/A,#N/A
8/29/13,19.3,23.9,18.3,3,rain,8/29/90,#N/A,23.9,#N/A,#N/A,#N/A
8/30/13,0,26.1,16.1,2.9,sun,8/30/90,#N/A,#N/A,26.1,#N/A,#N/A
8/31/13,0,27.8,13.9,2.6,sun,8/31/90,#N/A,#N/A,27.8,#N/A,#N/A
9/1/13,0,27.8,15.6,2.5,sun,9/1/90,#N/A,#N/A,27.8,#N/A,#N/A
9/2/13,0,27.8,17.2,2.1,sun,9/2/90,#N/A,#N/A,27.8,#N/A,#N/A
9/3/13,2.3,25,16.7,1.7,rain,9/3/90,#N/A,25,#N/A,#N/A,#N/A
9/4/13,0.3,22.8,16.1,2.4,rain,9/4/90,#N/A,22.8,#N/A,#N/A,#N/A
9/5/13,27.7,20,15.6,2.5,rain,9/5/90,#N/A,20,#N/A,#N/A,#N/A
9/6/13,21.3,21.7,16.1,2.6,rain,9/6/90,#N/A,21.7,#N/A,#N/A,#N/A
9/7/13,0,23.3,17.2,2,sun,9/7/90,#N/A,#N/A,23.3,#N/A,#N/A
9/8/13,0,26.7,14.4,1.5,fog,9/8/90,#N/A,#N/A,#N/A,#N/A,26.7
9/9/13,0,26.1,13.9,2.1,sun,9/9/90,#N/A,#N/A,26.1,#N/A,#N/A
9/10/13,0,26.7,15,3.7,sun,9/10/90,#N/A,#N/A,26.7,#N/A,#N/A
9/11/13,0,33.9,16.1,2.4,sun,9/11/90,#N/A,#N/A,33.9,#N/A,#N/A
9/12/13,0,25.6,15,1.7,sun,9/12/90,#N/A,#N/A,25.6,#N/A,#N/A
9/13/13,0,18.9,15.6,2,sun,9/13/90,#N/A,#N/A,18.9,#N/A,#N/A
9/14/13,0,21.7,15.6,1.4,fog,9/14/90,#N/A,#N/A,#N/A,#N/A,21.7
9/15/13,3.3,18.9,14.4,2.2,rain,9/15/90,#N/A,18.9,#N/A,#N/A,#N/A
9/16/13,0.3,21.7,15,4.3,rain,9/16/90,#N/A,21.7,#N/A,#N/A,#N/A
9/17/13,0,17.8,13.9,2.3,sun,9/17/90,#N/A,#N/A,17.8,#N/A,#N/A
9/18/13,0,21.1,13.3,2.5,sun,9/18/90,#N/A,#N/A,21.1,#N/A,#N/A
9/19/13,0,25.6,10,1.5,sun,9/19/90,#N/A,#N/A,25.6,#N/A,#N/A
9/20/13,3.6,23.3,13.3,3,rain,9/20/90,#N/A,23.3,#N/A,#N/A,#N/A
9/21/13,0,21.1,13.3,2.5,sun,9/21/90,#N/A,#N/A,21.1,#N/A,#N/A
9/22/13,13.5,17.2,13.3,5.5,rain,9/22/90,#N/A,17.2,#N/A,#N/A,#N/A
9/23/13,2.8,16.1,11.1,4.5,rain,9/23/90,#N/A,16.1,#N/A,#N/A,#N/A
9/24/13,0,17.8,10,2.6,sun,9/24/90,#N/A,#N/A,17.8,#N/A,#N/A
9/25/13,2,16.1,9.4,3,rain,9/25/90,#N/A,16.1,#N/A,#N/A,#N/A
9/26/13,0,17.2,7.2,2.2,sun,9/26/90,#N/A,#N/A,17.2,#N/A,#N/A
9/27/13,1,13.9,10.6,4.3,rain,9/27/90,#N/A,13.9,#N/A,#N/A,#N/A
9/28/13,43.4,16.7,11.7,6,rain,9/28/90,#N/A,16.7,#N/A,#N/A,#N/A
9/29/13,16.8,14.4,11.1,7.1,rain,9/29/90,#N/A,14.4,#N/A,#N/A,#N/A
9/30/13,18.5,13.9,10,6.3,rain,9/30/90,#N/A,13.9,#N/A,#N/A,#N/A
10/1/13,7.9,14.4,8.9,4.7,rain,10/1/90,#N/A,14.4,#N/A,#N/A,#N/A
10/2/13,5.3,12.8,9.4,2.4,rain,10/2/90,#N/A,12.8,#N/A,#N/A,#N/A
10/3/13,0.8,14.4,8.9,0.9,rain,10/3/90,#N/A,14.4,#N/A,#N/A,#N/A
10/4/13,0,17.8,5.6,1.1,sun,10/4/90,#N/A,#N/A,17.8,#N/A,#N/A
10/5/13,0,20,8.3,1.6,sun,10/5/90,#N/A,#N/A,20,#N/A,#N/A
10/6/13,4.1,22.8,7.8,2.6,rain,10/6/90,#N/A,22.8,#N/A,#N/A,#N/A
10/7/13,0.5,16.1,11.7,6.3,rain,10/7/90,#N/A,16.1,#N/A,#N/A,#N/A
10/8/13,6.9,13.9,7.8,3,rain,10/8/90,#N/A,13.9,#N/A,#N/A,#N/A
10/9/13,0,15,5.6,1.6,sun,10/9/90,#N/A,#N/A,15,#N/A,#N/A
10/10/13,1,14.4,8.3,1.7,rain,10/10/90,#N/A,14.4,#N/A,#N/A,#N/A
10/11/13,9.1,13.9,10.6,1,rain,10/11/90,#N/A,13.9,#N/A,#N/A,#N/A
10/12/13,1,14.4,8.9,2.2,rain,10/12/90,#N/A,14.4,#N/A,#N/A,#N/A
10/13/13,0,15,6.7,1.8,fog,10/13/90,#N/A,#N/A,#N/A,#N/A,15
10/14/13,0,15.6,3.9,1.6,sun,10/14/90,#N/A,#N/A,15.6,#N/A,#N/A
10/15/13,0,15.6,5,0.9,sun,10/15/90,#N/A,#N/A,15.6,#N/A,#N/A
10/16/13,0,12.8,8.9,2.7,fog,10/16/90,#N/A,#N/A,#N/A,#N/A,12.8
10/17/13,0,14.4,8.9,1.7,fog,10/17/90,#N/A,#N/A,#N/A,#N/A,14.4
10/18/13,0,12.8,7.2,1.2,sun,10/18/90,#N/A,#N/A,12.8,#N/A,#N/A
10/19/13,0,10.6,7.8,1.4,sun,10/19/90,#N/A,#N/A,10.6,#N/A,#N/A
10/20/13,0,10.6,7.8,2.4,sun,10/20/90,#N/A,#N/A,10.6,#N/A,#N/A
10/21/13,0,11.7,8.3,2.5,sun,10/21/90,#N/A,#N/A,11.7,#N/A,#N/A
10/22/13,0,14.4,7.2,1.9,sun,10/22/90,#N/A,#N/A,14.4,#N/A,#N/A
10/23/13,0,12.8,6.1,0.4,sun,10/23/90,#N/A,#N/A,12.8,#N/A,#N/A
10/24/13,0,10,6.1,0.6,sun,10/24/90,#N/A,#N/A,10,#N/A,#N/A
10/25/13,0,12.2,7.8,1.8,sun,10/25/90,#N/A,#N/A,12.2,#N/A,#N/A
10/26/13,0,11.7,8.3,2.7,sun,10/26/90,#N/A,#N/A,11.7,#N/A,#N/A
10/27/13,1.8,13.9,8.3,4.4,rain,10/27/90,#N/A,13.9,#N/A,#N/A,#N/A
10/28/13,0,14.4,7.2,5.1,sun,10/28/90,#N/A,#N/A,14.4,#N/A,#N/A
10/29/13,0,13.3,3.3,2.2,sun,10/29/90,#N/A,#N/A,13.3,#N/A,#N/A
10/30/13,0.5,15,5.6,3.9,rain,10/30/90,#N/A,15,#N/A,#N/A,#N/A
10/31/13,0.3,14.4,10.6,2.2,rain,10/31/90,#N/A,14.4,#N/A,#N/A,#N/A
11/1/13,1.3,17.8,11.7,1.4,rain,11/1/90,#N/A,17.8,#N/A,#N/A,#N/A
11/2/13,12.7,14.4,8.3,7.9,rain,11/2/90,#N/A,14.4,#N/A,#N/A,#N/A
11/3/13,0.5,12.2,4.4,2.4,rain,11/3/90,#N/A,12.2,#N/A,#N/A,#N/A
11/4/13,0,10.6,3.9,1.6,drizzle,11/4/90,10.6,#N/A,#N/A,#N/A,#N/A
11/5/13,2.5,13.3,7.2,3.1,rain,11/5/90,#N/A,13.3,#N/A,#N/A,#N/A
11/6/13,3.8,12.8,7.8,1.7,rain,11/6/90,#N/A,12.8,#N/A,#N/A,#N/A
11/7/13,30,11.1,10,7.2,rain,11/7/90,#N/A,11.1,#N/A,#N/A,#N/A
11/8/13,0,13.3,7.2,4.1,sun,11/8/90,#N/A,#N/A,13.3,#N/A,#N/A
11/9/13,1.8,11.1,5,1.4,rain,11/9/90,#N/A,11.1,#N/A,#N/A,#N/A
11/10/13,0,11.1,8.3,4.4,sun,11/10/90,#N/A,#N/A,11.1,#N/A,#N/A
11/11/13,0,16.1,6.1,2.6,fog,11/11/90,#N/A,#N/A,#N/A,#N/A,16.1
11/12/13,4.1,15.6,8.9,2.2,rain,11/12/90,#N/A,15.6,#N/A,#N/A,#N/A
11/13/13,0,13.9,10.6,3.8,sun,11/13/90,#N/A,#N/A,13.9,#N/A,#N/A
11/14/13,1.3,11.1,6.1,1.1,rain,11/14/90,#N/A,11.1,#N/A,#N/A,#N/A
11/15/13,3,10.6,7.2,6,rain,11/15/90,#N/A,10.6,#N/A,#N/A,#N/A
11/16/13,0,10,5,4.6,sun,11/16/90,#N/A,#N/A,10,#N/A,#N/A
11/17/13,5.3,11.7,7.2,5.4,rain,11/17/90,#N/A,11.7,#N/A,#N/A,#N/A
11/18/13,26.2,12.8,9.4,3.9,rain,11/18/90,#N/A,12.8,#N/A,#N/A,#N/A
11/19/13,1,13.3,4.4,5.1,rain,11/19/90,#N/A,13.3,#N/A,#N/A,#N/A
11/20/13,0,7.8,1.7,4.3,sun,11/20/90,#N/A,#N/A,7.8,#N/A,#N/A
11/21/13,0,7.8,-0.5,3.6,sun,11/21/90,#N/A,#N/A,7.8,#N/A,#N/A
11/22/13,0,9.4,0,4.6,sun,11/22/90,#N/A,#N/A,9.4,#N/A,#N/A
11/23/13,0,11.1,1.1,2.6,sun,11/23/90,#N/A,#N/A,11.1,#N/A,#N/A
11/24/13,0,11.7,0.6,0.9,fog,11/24/90,#N/A,#N/A,#N/A,#N/A,11.7
11/25/13,0,12.2,2.2,0.5,sun,11/25/90,#N/A,#N/A,12.2,#N/A,#N/A
11/26/13,0,12.2,2.8,1,sun,11/26/90,#N/A,#N/A,12.2,#N/A,#N/A
11/27/13,0,14.4,5.6,1.3,sun,11/27/90,#N/A,#N/A,14.4,#N/A,#N/A
11/28/13,0,11.7,3.3,0.7,sun,11/28/90,#N/A,#N/A,11.7,#N/A,#N/A
11/29/13,0.5,9.4,5,2.1,rain,11/29/90,#N/A,9.4,#N/A,#N/A,#N/A
11/30/13,2.3,11.1,7.2,3.9,rain,11/30/90,#N/A,11.1,#N/A,#N/A,#N/A
12/1/13,3,13.3,7.8,8.8,rain,12/1/90,#N/A,13.3,#N/A,#N/A,#N/A
12/2/13,4.6,7.8,1.7,3.5,rain,12/2/90,#N/A,7.8,#N/A,#N/A,#N/A
12/3/13,0,5,-0.5,5.6,sun,12/3/90,#N/A,#N/A,5,#N/A,#N/A
12/4/13,0,4.4,-2.1,1.6,sun,12/4/90,#N/A,#N/A,4.4,#N/A,#N/A
12/5/13,0,1.1,-4.9,2.6,sun,12/5/90,#N/A,#N/A,1.1,#N/A,#N/A
12/6/13,0,1.1,-4.3,4.7,sun,12/6/90,#N/A,#N/A,1.1,#N/A,#N/A
12/7/13,0,0,-7.1,3.1,sun,12/7/90,#N/A,#N/A,0,#N/A,#N/A
12/8/13,0,2.2,-6.6,2.2,sun,12/8/90,#N/A,#N/A,2.2,#N/A,#N/A
12/9/13,0,1.1,-4.9,1.3,sun,12/9/90,#N/A,#N/A,1.1,#N/A,#N/A
12/10/13,0,5.6,0.6,1.5,sun,12/10/90,#N/A,#N/A,5.6,#N/A,#N/A
12/11/13,0,5,-1.6,0.8,sun,12/11/90,#N/A,#N/A,5,#N/A,#N/A
12/12/13,6.9,5.6,-0.5,2.3,rain,12/12/90,#N/A,5.6,#N/A,#N/A,#N/A
12/13/13,0.5,9.4,5.6,2.9,rain,12/13/90,#N/A,9.4,#N/A,#N/A,#N/A
12/14/13,0,9.4,6.1,3.7,sun,12/14/90,#N/A,#N/A,9.4,#N/A,#N/A
12/15/13,1.3,11.7,8.3,3.9,rain,12/15/90,#N/A,11.7,#N/A,#N/A,#N/A
12/16/13,0.3,10,4.4,1,rain,12/16/90,#N/A,10,#N/A,#N/A,#N/A
12/17/13,0,8.3,4.4,2.7,sun,12/17/90,#N/A,#N/A,8.3,#N/A,#N/A
12/18/13,1.3,7.8,2.2,2.8,rain,12/18/90,#N/A,7.8,#N/A,#N/A,#N/A
12/19/13,0,5,0,2.1,sun,12/19/90,#N/A,#N/A,5,#N/A,#N/A
12/20/13,5.6,8.3,0.6,3.7,snow,12/20/90,#N/A,#N/A,#N/A,8.3,#N/A
12/21/13,5.6,8.9,5.6,2.3,rain,12/21/90,#N/A,8.9,#N/A,#N/A,#N/A
12/22/13,10.7,10.6,8.3,4,rain,12/22/90,#N/A,10.6,#N/A,#N/A,#N/A
12/23/13,1.5,11.7,6.1,5.9,rain,12/23/90,#N/A,11.7,#N/A,#N/A,#N/A
12/24/13,0,8.3,2.8,1.7,sun,12/24/90,#N/A,#N/A,8.3,#N/A,#N/A
12/25/13,0,6.7,1.7,0.8,sun,12/25/90,#N/A,#N/A,6.7,#N/A,#N/A
12/26/13,0,6.7,0.6,0.5,sun,12/26/90,#N/A,#N/A,6.7,#N/A,#N/A
12/27/13,0.3,8.9,0,2.1,rain,12/27/90,#N/A,8.9,#N/A,#N/A,#N/A
12/28/13,0,9.4,3.3,1.3,sun,12/28/90,#N/A,#N/A,9.4,#N/A,#N/A
12/29/13,0,7.2,1.7,1.1,sun,12/29/90,#N/A,#N/A,7.2,#N/A,#N/A
12/30/13,0.3,8.9,4.4,2.6,rain,12/30/90,#N/A,8.9,#N/A,#N/A,#N/A
12/31/13,0.5,8.3,5,1.7,rain,12/31/90,#N/A,8.3,#N/A,#N/A,#N/A
1/1/14,0,7.2,3.3,1.2,sun,1/1/90,#N/A,#N/A,7.2,#N/A,#N/A
1/2/14,4.1,10.6,6.1,3.2,rain,1/2/90,#N/A,10.6,#N/A,#N/A,#N/A
1/3/14,1.5,8.9,2.8,2.6,rain,1/3/90,#N/A,8.9,#N/A,#N/A,#N/A
1/4/14,0,7.8,0.6,2.7,fog,1/4/90,#N/A,#N/A,#N/A,#N/A,7.8
1/5/14,0,8.3,-0.5,3.7,sun,1/5/90,#N/A,#N/A,8.3,#N/A,#N/A
1/6/14,0.3,7.8,-0.5,2.6,rain,1/6/90,#N/A,7.8,#N/A,#N/A,#N/A
1/7/14,12.2,8.3,5,1.6,rain,1/7/90,#N/A,8.3,#N/A,#N/A,#N/A
1/8/14,9.7,10,7.2,4.6,rain,1/8/90,#N/A,10,#N/A,#N/A,#N/A
1/9/14,5.8,9.4,5.6,6.3,rain,1/9/90,#N/A,9.4,#N/A,#N/A,#N/A
1/10/14,4.3,12.8,8.3,7,rain,1/10/90,#N/A,12.8,#N/A,#N/A,#N/A
1/11/14,21.3,14.4,7.2,8.8,rain,1/11/90,#N/A,14.4,#N/A,#N/A,#N/A
1/12/14,1.5,11.1,5.6,8.1,rain,1/12/90,#N/A,11.1,#N/A,#N/A,#N/A
1/13/14,0,10.6,10,7.1,sun,1/13/90,#N/A,#N/A,10.6,#N/A,#N/A
1/14/14,0,11.1,7.2,1.3,sun,1/14/90,#N/A,#N/A,11.1,#N/A,#N/A
1/15/14,0,11.1,5.6,2.5,sun,1/15/90,#N/A,#N/A,11.1,#N/A,#N/A
1/16/14,0,6.7,4.4,2.7,sun,1/16/90,#N/A,#N/A,6.7,#N/A,#N/A
1/17/14,0,5.6,2.8,2.3,sun,1/17/90,#N/A,#N/A,5.6,#N/A,#N/A
1/18/14,0,9.4,0.6,2.2,sun,1/18/90,#N/A,#N/A,9.4,#N/A,#N/A
1/19/14,0,6.1,3.3,2.5,sun,1/19/90,#N/A,#N/A,6.1,#N/A,#N/A
1/20/14,0,10,2.8,2.2,sun,1/20/90,#N/A,#N/A,10,#N/A,#N/A
1/21/14,0,10,1.7,1.5,sun,1/21/90,#N/A,#N/A,10,#N/A,#N/A
1/22/14,0.5,9.4,5.6,2.6,rain,1/22/90,#N/A,9.4,#N/A,#N/A,#N/A
1/23/14,0,10,2.8,5.2,fog,1/23/90,#N/A,#N/A,#N/A,#N/A,10
1/24/14,0,12.8,1.1,1.9,sun,1/24/90,#N/A,#N/A,12.8,#N/A,#N/A
1/25/14,0,12.2,1.1,0.8,sun,1/25/90,#N/A,#N/A,12.2,#N/A,#N/A
1/26/14,0,8.3,0.6,1.3,sun,1/26/90,#N/A,#N/A,8.3,#N/A,#N/A
1/27/14,0,9.4,1.7,1.3,sun,1/27/90,#N/A,#N/A,9.4,#N/A,#N/A
1/28/14,8.9,11.1,6.1,1.6,rain,1/28/90,#N/A,11.1,#N/A,#N/A,#N/A
1/29/14,21.6,11.1,7.2,3.4,rain,1/29/90,#N/A,11.1,#N/A,#N/A,#N/A
1/30/14,0,8.3,6.1,6.4,sun,1/30/90,#N/A,#N/A,8.3,#N/A,#N/A
1/31/14,2.3,7.8,5.6,2.6,rain,1/31/90,#N/A,7.8,#N/A,#N/A,#N/A
2/1/14,2,7.8,2.8,0.8,rain,2/1/90,#N/A,7.8,#N/A,#N/A,#N/A
2/2/14,0,8.9,1.1,2.5,sun,2/2/90,#N/A,#N/A,8.9,#N/A,#N/A
2/3/14,0,5,0,4.3,sun,2/3/90,#N/A,#N/A,5,#N/A,#N/A
2/4/14,0,2.8,-2.1,4.7,sun,2/4/90,#N/A,#N/A,2.8,#N/A,#N/A
2/5/14,0,-0.5,-5.5,6.6,sun,2/5/90,#N/A,#N/A,-0.5,#N/A,#N/A
2/6/14,0,-1.6,-6,4.5,sun,2/6/90,#N/A,#N/A,-1.6,#N/A,#N/A
2/7/14,0,3.3,-4.9,4.2,sun,2/7/90,#N/A,#N/A,3.3,#N/A,#N/A
2/8/14,5.1,5.6,-0.5,4.6,snow,2/8/90,#N/A,#N/A,#N/A,5.6,#N/A
2/9/14,0.5,3.9,0,2.4,rain,2/9/90,#N/A,3.9,#N/A,#N/A,#N/A
2/10/14,18.3,10,2.2,4.7,rain,2/10/90,#N/A,10,#N/A,#N/A,#N/A
2/11/14,17,12.2,5.6,3.8,rain,2/11/90,#N/A,12.2,#N/A,#N/A,#N/A
2/12/14,4.6,12.2,7.2,6.4,rain,2/12/90,#N/A,12.2,#N/A,#N/A,#N/A
2/13/14,1.8,12.8,7.8,6.3,rain,2/13/90,#N/A,12.8,#N/A,#N/A,#N/A
2/14/14,9.4,11.7,6.1,6.4,rain,2/14/90,#N/A,11.7,#N/A,#N/A,#N/A
2/15/14,11.7,11.1,5,5.1,rain,2/15/90,#N/A,11.1,#N/A,#N/A,#N/A
2/16/14,26.4,9.4,3.9,7.9,rain,2/16/90,#N/A,9.4,#N/A,#N/A,#N/A
2/17/14,14.5,8.3,4.4,5.5,rain,2/17/90,#N/A,8.3,#N/A,#N/A,#N/A
2/18/14,15.2,8.9,5,6.2,rain,2/18/90,#N/A,8.9,#N/A,#N/A,#N/A
2/19/14,1,8.3,3.9,6,rain,2/19/90,#N/A,8.3,#N/A,#N/A,#N/A
2/20/14,3,10,5.6,6.9,rain,2/20/90,#N/A,10,#N/A,#N/A,#N/A
2/21/14,2.8,6.7,3.9,2.9,rain,2/21/90,#N/A,6.7,#N/A,#N/A,#N/A
2/22/14,2.5,5.6,2.8,3.1,rain,2/22/90,#N/A,5.6,#N/A,#N/A,#N/A
2/23/14,6.1,7.2,3.9,2.6,rain,2/23/90,#N/A,7.2,#N/A,#N/A,#N/A
2/24/14,13,6.7,3.3,3.2,rain,2/24/90,#N/A,6.7,#N/A,#N/A,#N/A
2/25/14,0.3,12.2,3.9,4.5,rain,2/25/90,#N/A,12.2,#N/A,#N/A,#N/A
2/26/14,0,13.9,5.6,2.5,sun,2/26/90,#N/A,#N/A,13.9,#N/A,#N/A
